,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
214,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,天河区,java开发工程师,3-5年,大专,13k-22k,五险一金 周末双休 车补 下午茶,"企业服务,软件开发",开发|测试|运维类,,后端开发,广州
215,融捷教育科技有限公司,融捷教育,50-150人,不需要融资,海淀区,java开发工程师,1-3年,本科,12k-15k,十三薪 补充医疗 餐补 交通补助 通讯补助,教育,开发|测试|运维类,,后端开发,北京
216,广州六一信息科技有限公司,六一教育,500-2000人,B轮,天河区,java开发工程师,1-3年,本科,10k-15k,微服务/教育直播/系统重构,教育,开发|测试|运维类,"年底双薪,五险一金,弹性工作,股票期权",后端开发,广州
217,成都厚立信息技术有限公司,厚立信息,50-150人,天使轮,高新区,Java工程师,3-5年,大专,11k-16k,项目奖/交通补助/全勤奖/电脑补贴,"医疗丨健康,数据服务",开发|测试|运维类,"年底双薪,带薪年假,交通补助,定期体检",后端开发,成都
218,武汉微思敦网络技术有限公司,微思敦,150-500人,未融资,南山区,高级Java开发工程师,5-10年,本科,15k-25k,"五险一金,周末双休,年底双薪,半年度调薪","移动互联网,广告营销",开发|测试|运维类,"五险一金,绩效奖金,交通补助,通讯津贴",后端开发,深圳
219,上海诺互汽车服务有限公司,诺互汽车,500-2000人,未融资,普陀区,java开发工程师,1-3年,本科,10k-20k,直播项目,"消费生活,其他",开发|测试|运维类,,后端开发,上海
220,深圳市雪球科技有限公司,雪球科技,50-150人,B轮,浦东新区,高级java开发工程师,3-5年,大专,18k-36k,"商业保险,下午茶，季度团建","移动互联网,信息安全",开发|测试|运维类,"年底双薪,技能培训,岗位晋升,扁平管理",后端开发,上海
221,亚创（上海）工程技术有限公司,Altran （亚创）,2000人以上,上市公司,长宁区,java开发工程师,1-3年,本科,10k-15k,外企 做五休二 不加班,"企业服务,硬件",开发|测试|运维类,"年底双薪,专项奖金,带薪年假,绩效奖金",后端开发,上海
222,北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,高级java开发工程师,3-5年,本科,15k-25k,大数据人工智能企业、绩效奖金、技术牛人,"数据服务,企业服务",开发|测试|运维类,"节日礼物,年底双薪,带薪年假,午餐补助",后端开发,北京
223,环球资源广告（深圳）有限公司,环球资源,500-2000人,上市公司,福田区,Java开发工程师,1-3年,大专,6k-10k,"大平台,福利齐全,培训完善,职业发展好","消费生活,电商",开发|测试|运维类,"年底双薪,定期体检,带薪年假,晋升透明",后端开发,深圳
224,上海顶昂信息科技有限公司,上海顶昂,50-150人,不需要融资,静安区,java开发工程师,3-5年,本科,15k-25k,五险一金，生日福利，员工旅游等,"移动互联网,硬件",开发|测试|运维类,"带薪年假,节日礼物,五险一金,扁平管理",后端开发,上海
225,北京小链科技有限责任公司,北京小链科技有限责任公司,150-500人,B轮,海淀区,高级java开发工程师,5-10年,本科,28k-35k,餐补、饭补、五险一金,区块链,开发|测试|运维类,"年终分红,带薪年假,交通补助,午餐补助",后端开发,北京
226,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,东湖新技术开发区,java开发工程师,1-3年,本科,10k-15k,大牛带队，环境nice,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,武汉
227,杭州咿啦科技有限公司,咿啦看书,150-500人,A轮,滨江区,java开发工程师,1-3年,本科,10k-14k,晋升通道敞亮,"教育,软件开发",开发|测试|运维类,"带薪年假,弹性工作,领导好,扁平管理",后端开发,杭州
228,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,余杭区,java开发工程师,3-5年,大专,15k-20k,外包到阿里，近距离接触阿里的项目和技术,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,杭州
229,地坪线（北京）科技有限公司,地坪线,150-500人,未融资,海淀区,高级java开发工程师,5-10年,本科,30k-50k,14薪 加班少 领导nice 全额社保公积金,电商,开发|测试|运维类,,后端开发,北京
230,网易（杭州）网络有限公司,网易,2000人以上,上市公司,海淀区,高级Java开发工程师,1-3年,本科,15k-30k,"大厂,福利好,背景好",电商,开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",后端开发,北京
231,网易（杭州）网络有限公司,网易,2000人以上,上市公司,徐汇区,高级Java开发工程师,3-5年,本科,20k-40k,"平台大,团队氛围好,福利好",电商,开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",后端开发,上海
232,深圳市众云网有限公司,众云网,50-150人,不需要融资,南山区,java开发工程师,不限,本科,8k-15k,双休，年终奖，节假日福利,"企业服务,信息安全",开发|测试|运维类,"节日礼物,股票期权,带薪年假,绩效奖金",后端开发,深圳
233,深圳市爱租机科技有限公司,爱租机,150-500人,B轮,南山区,java开发工程师,3-5年,大专,14k-20k,双休 五险一金,移动互联网,开发|测试|运维类,"年底双薪,股票期权,带薪年假,交通补助",后端开发,深圳
234,上海钢软信息技术工程股份有限公司,上海钢软,500-2000人,上市公司,宝山区,Java高级开发工程师,5-10年,本科,25k-35k,发展前景好，团队实力强,"移动互联网,电商",开发|测试|运维类,"专项奖金,带薪年假,绩效奖金,定期体检",后端开发,上海
235,北京怡合春天科技有限公司,本木医疗,50-150人,不需要融资,朝阳区,高级Java开发工程师,5-10年,本科,28k-40k,"薪资高,福利多","移动互联网,消费生活",开发|测试|运维类,"股票期权,专项奖金,绩效奖金,午餐补助",后端开发,北京
236,北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,南山区,java开发工程师,3-5年,本科,12k-16k,发展前景大 平台好,"移动互联网,电商",开发|测试|运维类,"节日礼物,技能培训,带薪年假,绩效奖金",后端开发,深圳
237,成都博彦软件技术有限公司,博彦科技,2000人以上,上市公司,南山区,java开发工程师,3-5年,大专,12k-18k,发展前景广,"企业服务,软件开发",开发|测试|运维类,,后端开发,深圳
238,上海机场国际旅行社有限公司,机场国旅,500-2000人,未融资,长宁区,Java高级开发工程师,3-5年,本科,15k-30k,机场及携程背景，从0-1开发,旅游,开发|测试|运维类,"股票期权,绩效奖金,带薪年假,定期体检",后端开发,上海
239,北京新数科技有限公司,新数科技,150-500人,A轮,南山区,高级java开发工程师,3-5年,本科,15k-25k,非外包、企业级产品研发、技术公司,企业服务,开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",后端开发,深圳
240,北京易点淘网络技术有限公司,易点租,500-2000人,D轮及以上,海淀区,高级java开发工程师,3-5年,本科,20k-40k,薪资高，福利好，标配14薪,电商,开发|测试|运维类,"绩效奖金,岗位晋升,五险一金,午餐补助",后端开发,北京
241,上海维信荟智金融科技有限公司,维信金科,2000人以上,上市公司,虹口区,java开发工程师,1-3年,本科,15k-18k,周末双休 扁平化管理 团队氛围佳,金融,开发|测试|运维类,"技能培训,节日礼物,年底双薪,带薪年假",后端开发,上海
242,浙江盘石信息技术股份有限公司,浙江盘石,2000人以上,D轮及以上,拱墅区,高级java开发工程师,5-10年,本科,18k-25k,五险一金、包吃、健身房、带薪年假,"移动互联网,广告营销",开发|测试|运维类,"节日礼物,股票期权,带薪年假,岗位晋升",后端开发,杭州
243,广州东方电科自动化有限公司,东方电科,150-500人,上市公司,萝岗区,java开发工程师,3-5年,本科,8k-15k,六险一金、年度旅行、年度体检、节假日福利,"硬件,其他",开发|测试|运维类,,后端开发,广州
244,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,java高级开发工程师,不限,本科,30k-50k,核心业务、中台建设,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
245,广州南天电脑系统有限公司,广州南天,500-2000人,上市公司,天河区,java开发工程师,3-5年,本科,10k-13k,"五险一金,年终奖金,带薪年假,节日福利",数据服务,开发|测试|运维类,"五险一金,带薪年假,节日礼物,年终奖金",后端开发,广州
246,广州南天电脑系统有限公司,广州南天,500-2000人,上市公司,番禺区,java开发工程师,1-3年,本科,8k-12k,"五险一金,年终奖金,带薪年假,周末双休",数据服务,开发|测试|运维类,"五险一金,带薪年假,节日礼物,年终奖金",后端开发,广州
247,深圳鲲鹏天下科技有限公司,鲲天下,15-50人,不需要融资,南山区,Java开发工程师,5-10年,大专,14k-24k,环境优 福利好 发展前景好 资金充足,"社交,软件开发",开发|测试|运维类,"年底双薪,带薪年假,交通补助,午餐补助",后端开发,深圳
248,大启科技（上海）有限公司,大启科技,15-50人,不需要融资,徐汇区,高级java开发工程师,5-10年,本科,25k-45k,待遇好加班少，世界五百强新零售，技术大牛,软件开发,开发|测试|运维类,,后端开发,上海
249,深圳无觅科技有限公司,无秘,150-500人,B轮,南山区,高级java开发工程师,3-5年,本科,30k-45k,大牛多 待遇丰厚 扁平化,"移动互联网,金融",开发|测试|运维类,"高速增长,股票期权,小而精,扁平管理",后端开发,深圳
250,深圳微米信息服务有限公司,WIMI LENDING++,50-150人,A轮,南山区,JAVA开发工程师,3-5年,本科,13k-20k,"大牛聚集地,扁平化管理,年轻活力","移动互联网,金融",开发|测试|运维类,"股票期权,定期体检,绩效奖金,专项奖金",后端开发,深圳
251,天津量子时代网络科技有限公司,话本小说,15-50人,A轮,朝阳区,高级java开发工程师,3-5年,本科,20k-40k,不打卡、免费零食、六险一金、住房房补,"移动互联网,文娱丨内容",开发|测试|运维类,"扁平管理,创业企业,弹性工作,平等文化",后端开发,北京
252,深圳道乐科技有限公司,深圳道乐,150-500人,未融资,南山区,java开发工程师,3-5年,本科,10k-20k,"待遇好, 年终奖励,高端资管行业积累","移动互联网,金融",开发|测试|运维类,"年终奖励,成长空间,扁平管理,美女多",后端开发,深圳
253,杭州惠合信息科技有限公司,惠合,50-150人,A轮,西湖区,高级java开发工程师,3-5年,本科,20k-25k,环境好，氛围好，老板好，福利好,"移动互联网,企业服务",开发|测试|运维类,"领导好,绩效奖金,带薪年假,扁平管理",后端开发,杭州
254,杭州涂鸦信息技术有限公司,涂鸦智能,500-2000人,C轮,西湖区,高级Java工程师 - SaaS平台,5-10年,本科,20k-40k,IoT平台引领者，行业独角兽，年轻的团队,"移动互联网,硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",后端开发,杭州
255,广东瀚阳轨道信息科技有限公司,广东瀚阳轨道信息科技...,50-150人,不需要融资,海珠区,高级java开发工程师,5-10年,本科,18k-25k,"六险一金,交通便利,节日礼品,团队氛围好","数据服务,信息安全",开发|测试|运维类,"午餐补助,岗位晋升,五险一金,定期体检",后端开发,广州
256,杭州启博科技有限公司,启博软件,150-500人,A轮,余杭区,java开发工程师,1-3年,大专,11k-17k,工作氛围好， 领导好，晋升空间大，,"移动互联网,电商",开发|测试|运维类,"技能培训,节日礼物,绩效奖金,岗位晋升",后端开发,杭州
257,上海易立德信息技术股份有限公司,易立德,500-2000人,不需要融资,龙岗区,java开发工程师,3-5年,大专,13k-26k,五险一金，年终奖金,移动互联网,开发|测试|运维类,,后端开发,南京
258,天下票仓（上海）网络科技 有限公司,天下票仓,50-150人,A轮,徐汇区,java开发工程师,3-5年,本科,10k-15k,国企工会福利，全额五险一金，生日福利，电影票,电商,开发|测试|运维类,"节日礼物,技能培训,绩效奖金,岗位晋升",后端开发,上海
259,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,JAVA,3-5年,不限,30k-50k,年底四薪，三餐免费，内部机会多，年假多,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
260,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,java高级开发工程师,3-5年,本科,20k-40k,16薪，免费三餐,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
261,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,余杭区,高级java开发工程师,3-5年,本科,20k-40k,横向支持整个字节，国际化,文娱丨内容,开发|测试|运维类,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",后端开发,杭州
262,深圳太极云软技术有限公司,太极云软,150-500人,上市公司,南山区,java开发工程师,3-5年,本科,10k-15k,弹性工作制 餐补 团队氛围好,软件开发,开发|测试|运维类,,后端开发,深圳
263,杭州华网信息技术有限公司,杭州华网,50-150人,A轮,浔阳区,java开发工程师,1-3年,本科,5k-10k,弹性工作五险一金周末双休带薪年假员工福利,"数据服务,教育",开发|测试|运维类,,后端开发,九江
264,北京达佳互联信息技术有限公司,快手,2000人以上,D轮及以上,海淀区,java开发工程师,不限,本科,20k-40k,房补，下午茶，健身房，商保,文娱丨内容,开发|测试|运维类,"股票期权,弹性工作,定期体检,岗位晋升",后端开发,北京
265,厦门唐普信息技术有限公司,厦门唐普,50-150人,B轮,海淀区,高级java开发工程师,5-10年,大专,16k-20k,周末双休,"企业服务,数据服务",开发|测试|运维类,,后端开发,北京
266,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,余杭区,Java开发工程师,3-5年,本科,25k-50k,年终奖金 股票期权 六险一金 自助餐,文娱丨内容,开发|测试|运维类,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",后端开发,杭州
267,仕佳（武汉）信息咨询有限公司,仕佳,150-500人,未融资,江北区,高级java开发工程师,5-10年,本科,15k-20k,福利好，发展稳定,"移动互联网,企业服务",开发|测试|运维类,"绩效奖金,通讯津贴,节日礼物,领导好",后端开发,宁波
268,四川易久易医药科技有限公司,四川易久易,少于15人,未融资,成华区,Java开发工程师,3-5年,本科,10k-12k,鼓励新的想法、观点,医疗丨健康,开发|测试|运维类,,后端开发,成都
269,深圳一数一叶智能科技有限公司,一数一叶智能,50-150人,A轮,南山区,Java开发工程师,3-5年,本科,15k-25k,周末双休，餐补，五险一金，轻松的团队氛围,企业服务,开发|测试|运维类,,后端开发,深圳
270,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,余杭区,java高级开发工程师,5-10年,大专,18k-23k,项目稳定、团队氛围好,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,杭州
271,青岛布鲁克斯乐器有限公司,青岛布鲁克斯乐器有限公司,50-150人,天使轮,南山区,Java开发工程师,3-5年,本科,15k-30k,独角兽企业，规模大,文娱丨内容,开发|测试|运维类,,后端开发,深圳
272,上海识装信息科技有限公司,得物App,500-2000人,B轮,杨浦区,Java高级开发工程师,3-5年,不限,20k-35k,组内直推,"移动互联网,电商",开发|测试|运维类,"绩效奖金,带薪年假,定期体检,节日礼物",后端开发,上海
273,云和恩墨（北京）信息技术有限公司,云和恩墨,500-2000人,不需要融资,高新区,java工程师,3-5年,本科,10k-15k,业务前景好，福利待遇好，团队氛围nice,数据服务,开发|测试|运维类,"年底双薪,技能培训,节日礼物,带薪年假",后端开发,成都
274,浙江齐聚科技有限公司北京分公司,齐聚科技（原呱呱视频）,150-500人,C轮,东城区,高级java开发工程师,3-5年,本科,18k-30k,团队氛围轻松融洽 热门行业 发展前景好,"移动互联网,游戏",开发|测试|运维类,"绩效奖金,五险一金,节日礼物,定期体检",后端开发,北京
275,上海见行信息科技有限公司,上海见行,15-50人,A轮,闵行区,java开发工程师,3-5年,不限,10k-20k,根据项目发放绩效，晋升空间很大,"移动互联网,医疗丨健康",开发|测试|运维类,"技能培训,年底双薪,专项奖金,绩效奖金",后端开发,上海
276,上海脉多信息技术有限公司,上海脉多信息技术有限公司,50-150人,D轮及以上,长宁区,Java开发工程师,1-3年,本科,12k-22k,准上市公司、公司稳定，氛围好,"硬件,软件开发",开发|测试|运维类,,后端开发,上海
277,北京峰尚伟业科技有限公司,峰尚伟业,15-50人,不需要融资,海淀区,java开发工程师,1-3年,本科,10k-15k,五险一金 加班补助 带薪年假,移动互联网,开发|测试|运维类,,后端开发,北京
278,浙江深大智能科技有限公司,浙江深大智能科技有限公司,500-2000人,B轮,西湖区,Java开发工程师,5-10年,本科,17k-34k,周末双休 技术分享 技术大牛,"移动互联网,旅游",开发|测试|运维类,"帅哥美女多,高大上办公区,免费旅游,人性化管理",后端开发,杭州
279,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,高级java开发工程师,3-5年,本科,20k-40k,福利多多，薪资优厚，团队氛围好,房产家居,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",后端开发,北京
280,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Java开发工程师,3-5年,本科,20k-40k,"字节大力支持教育线
大厂福利/学习型团队",文娱丨内容,开发|测试|运维类,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",后端开发,北京
281,安徽尚禾网络科技有限公司,尚禾网络科技,少于15人,未融资,蜀山区,java高级开发工程师,5-10年,大专,20k-30k,发展前景好，公司氛围融洽,软件开发,开发|测试|运维类,,后端开发,合肥市
282,杭州一知智能科技有限公司,一知智能,50-150人,A轮,萧山区,java开发工程师,在校/应届,本科,8k-15k,"平台好,发展快","移动互联网,数据服务",开发|测试|运维类,"股票期权,带薪年假,通讯津贴,午餐补助",后端开发,杭州
283,常州昊泽信息科技有限公司,昊泽科技,少于15人,天使轮,,Java开发工程师,5-10年,本科,10k-20k,"五险一金,发展空间，行业前景","移动互联网,医疗丨健康",开发|测试|运维类,,后端开发,常州
284,杭州艾迪康医学检验中心有限公司,艾迪康,2000人以上,不需要融资,西湖区,java高级开发工程师,3-5年,本科,18k-22k,加班少，周末双休,医疗丨健康,开发|测试|运维类,"技能培训,节日礼物,岗位晋升,定期体检",后端开发,杭州
285,上海翌擎智能科技有限公司,翌擎智能,150-500人,A轮,武侯区,java开发工程师,3-5年,本科,8k-15k,上升空间大 13薪 技术大牛 六险一金,"移动互联网,数据服务",开发|测试|运维类,"年底双薪,股票期权,带薪年假,交通补助",后端开发,成都
286,大展信息科技（深圳）有限公司,大展信息科技（深圳）有限公司,150-500人,不需要融资,南山区,java开发工程师,3-5年,大专,13k-15k,年终奖 五险一金 年度体检,"企业服务,消费生活",开发|测试|运维类,五险一金,后端开发,深圳
287,北京芬香科技有限公司,芬香科技,150-500人,天使轮,海淀区,高级java开发工程师,3-5年,本科,15k-30k,福利多多,电商,开发|测试|运维类,,后端开发,北京
288,芜湖市众微普惠金融科技有限公司,众微普惠金融,50-150人,不需要融资,包河区,java开发工程师,3-5年,本科,7k-12k,周末双休 节假日福利 五险一金,金融 企业服务,开发|测试|运维类,,后端开发,合肥
289,深圳博沃智慧科技有限公司,博沃智慧,150-500人,未融资,南山区,java开发工程师,1-3年,大专,8k-15k,绩效奖 年终奖,软件开发,开发|测试|运维类,,后端开发,深圳
290,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,150-500人,上市公司,静安区,java开发工程师,1-3年,本科,12k-20k,行业大牛 班车接送 领导好 高端环境,游戏,开发|测试|运维类,"绩效奖金,带薪年假,年终奖金,节日礼物",后端开发,上海
291,青岛光光网络信息科技有限公司,光光网络,500-2000人,天使轮,海淀区,Java开发工程师,5-10年,本科,30k-45k,晋升空间大，发展规划明确,教育 数据服务,开发|测试|运维类,,后端开发,北京
292,重庆彩虹桥网络技术有限公司,彩虹桥网络,15-50人,未融资,渝中区,Java开发工程师,3-5年,本科,8k-14k,五险一金 双休 工作氛围融洽 扁平化管理,"移动互联网,信息安全",开发|测试|运维类,,后端开发,重庆
293,t望网(北京)文化传媒有限公司,t望网,150-500人,A轮,,高级java开发工程师,5-10年,本科,25k-35k,"升值快,发展空间大，技术前沿",移动互联网,开发|测试|运维类,"年底双薪,带薪年假,绩效奖金,年终分红",后端开发,北京
294,上海兴岩信息科技有限公司,上海兴岩,50-150人,不需要融资,浦东新区,Java开发工程师,3-5年,本科,12k-16k,金桥 9点半至6点半，午休2小时,"移动互联网,电商",开发|测试|运维类,,后端开发,上海
295,聚合吧科技有限公司,聚合吧,50-150人,不需要融资,南山区,java开发工程师,3-5年,大专,15k-18k,带薪年假，年终奖，绩效奖金，双休,"移动互联网,金融",开发|测试|运维类,"年底双薪,专项奖金,带薪年假,帅哥多",后端开发,深圳
296,上海余淮商务咨询事务所,余淮,15-50人,未融资,徐汇区,java开发工程师,1-3年,本科,9k-14k,加班少 五险一金,"软件开发,其他",开发|测试|运维类,,后端开发,上海
297,上海诺互汽车服务有限公司,诺互汽车,500-2000人,未融资,普陀区,java开发工程师,在校/应届,本科,4k-5k,java,"消费生活,其他",开发|测试|运维类,,后端开发,上海
298,河南云端信息技术有限公司,河南云端,15-50人,未融资,高新区,java高级开发工程师,3-5年,本科,8k-12k,双休、五险一金、员工旅游、定期体检、餐补,"移动互联网,数据服务",开发|测试|运维类,,后端开发,郑州
299,上海展盛网络科技有限公司,展盛网络,50-150人,不需要融资,浦东新区,java开发工程师,5-10年,本科,15k-25k,五险一金 不定期团建 带薪年假 下午茶,软件开发,开发|测试|运维类,,后端开发,上海
300,珠海市多米软件技术有限公司,多米软件,15-50人,未融资,香洲区,Java高级开发工程师,3-5年,大专,16k-20k,优厚的薪资，完善的晋升制度,"移动互联网,企业服务",开发|测试|运维类,,后端开发,珠海
301,深圳市网新新思软件有限公司,网新新思,500-2000人,上市公司,,java开发工程师,3-5年,本科,11k-18k,周末双休,"移动互联网,企业服务",开发|测试|运维类,"绩效奖金,年底双薪,五险一金,带薪年假",后端开发,成都
302,深圳微梅克斯科技有限公司,微梅克斯,15-50人,未融资,龙岗区,java高级开发工程师,3-5年,本科,10k-15k,发展前景、团队很Nice,电商,开发|测试|运维类,,后端开发,深圳
303,陕西康德曼信息技术有限公司,康德曼,50-150人,未融资,曲江新区,java开发工程师,3-5年,本科,6k-10k,&nbsp;带薪年假 商业保险,"移动互联网,电商",开发|测试|运维类,,后端开发,西安
304,上海诺互汽车服务有限公司,诺互汽车,500-2000人,未融资,普陀区,java开发工程师,不限,本科,9k-15k,Java,"消费生活,其他",开发|测试|运维类,,后端开发,上海
305,杭州涂鸦信息技术有限公司,涂鸦智能,500-2000人,C轮,西湖区,Java开发工程师,1-3年,本科,20k-40k,福利好、定期团建、环境氛围好,"移动互联网,硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",后端开发,杭州
306,上海猎梦信息科技有限公司,上海猎梦科技,15-50人,不需要融资,,Java开发工程师,1-3年,本科,12k-15k,年终奖项目奖金绩效奖金股权合伙人制度,"移动互联网,电商",开发|测试|运维类,,后端开发,上海
307,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,朝阳区,java开发工程师,3-5年,本科,15k-20k,外包到阿里，近距离接触阿里的项目和技术,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,北京
308,北京京东尚科信息技术有限公司,京东,2000人以上,上市公司,大兴区,java开发工程师,5-10年,本科,25k-50k,薪资福利，个人成长,电商,开发|测试|运维类,,后端开发,北京
309,浙报数字文化集团股份有限公司,浙数文化,500-2000人,上市公司,浦东新区,java开发工程师,1-3年,本科,10k-15k,15薪，团队氛围好,"移动互联网,企业服务",开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,交通补助",后端开发,上海
310,天能电池集团股份有限公司,小电驴快修,500-2000人,未融资,长兴县,Java开发工程师,3-5年,本科,15k-20k,领导nice 晋升空间大,硬件,开发|测试|运维类,,后端开发,湖州
311,中科世通亨奇（北京）科技有限公司,中科世通亨奇,15-50人,天使轮,海淀区,java开发工程师,1-3年,本科,12k-16k,open管理 五险一金,"人工智能,软件开发",开发|测试|运维类,,后端开发,北京
312,福建邦易网络科技有限公司,邦易网络,50-150人,未融资,台江区,Java开发工程师,不限,大专,8k-11k,晋升空间大,企业服务,开发|测试|运维类,,后端开发,福州
313,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限责任公司,2000人以上,不需要融资,,java开发工程师,1-3年,大专,10k-13k,项目稳定 发展空间大,移动互联网,开发|测试|运维类,"带薪年假,计算机软件,管理规范,定期体检",后端开发,杭州
314,微梦创科网络科技（中国）有限公司,微博,2000人以上,上市公司,海淀区,java开发工程师,1-3年,本科,18k-30k,海量数据，各种技术挑战，技术成长空间大,文娱丨内容,开发|测试|运维类,"年底双薪,专项奖金,股票期权,五险一金",后端开发,北京
315,深圳市百果互动科技有限公司,百果科技,150-500人,B轮,南山区,高级Java开发工程师,3-5年,本科,18k-35k,"氛围好,老板暖,移动互联网","移动互联网,电商",开发|测试|运维类,"绩效奖金,年终分红,带薪年假,定期体检",后端开发,深圳
316,广州探途网络技术有限公司,全球购骑士特权,500-2000人,A轮,天河区,高级Java开发工程师,3-5年,本科,15k-28k,六险一金 包早餐 周末双休 年度两次调薪,电商,开发|测试|运维类,"交通补助,带薪年假,定期体检,弹性工作",后端开发,广州
317,千音网络科技（广州）有限公司,千音科技,150-500人,不需要融资,天河区,java开发工程师,3-5年,本科,15k-20k,五险一金 周末双休 13薪,"社交,软件开发",开发|测试|运维类,"带薪年假,定期体检,氛围愉快,弹性工作",后端开发,广州
318,打扮家（北京）科技有限公司,打扮家,150-500人,B轮,石景山区,java开发工程师,3-5年,本科,15k-25k,行业前景 发展空间 薪资福利,"移动互联网,电商",开发|测试|运维类,"VR,定期体检,午餐补助,年底双薪",后端开发,北京
319,神州医疗科技股份有限公司,神州医疗,150-500人,不需要融资,海淀区,高级java开发工程师,5-10年,本科,15k-25k,带薪年假 六险一金 周末双休,"医疗丨健康,数据服务",开发|测试|运维类,,后端开发,北京
320,北京同程旅业投资集团有限公司,同程旅业,2000人以上,未融资,工业园区,java开发工程师,3-5年,本科,10k-15k,发展前景好,旅游,开发|测试|运维类,,后端开发,苏州
321,深圳深蓝保信息技术有限公司,深蓝保,150-500人,不需要融资,南山区,java开发工程师,3-5年,本科,14k-20k,行业引领者，大牛团队，互联网氛围,"金融,移动互联网",开发|测试|运维类,"股票期权,专项奖金,弹性工作,技能培训",后端开发,深圳
322,上海悟景信息科技有限公司,悟景,50-150人,未融资,浦东新区,java开发工程师,5-10年,本科,19k-25k,五险一金 年终奖金 节假日福利 绩效奖金,"移动互联网,企业服务",开发|测试|运维类,"弹性工作,节日礼物,帅哥多,美女多",后端开发,上海
323,上海招赢电子商务有限责任公司,招商银行―出行易,150-500人,不需要融资,浦东新区,Java开发工程师,3-5年,本科,18k-28k,带薪年假、节日补贴、餐补、年终奖、培训,电商,开发|测试|运维类,"节日礼物,绩效奖金,年度旅游,岗位晋升",后端开发,上海
324,耀方信息技术（上海）有限公司,1药网,500-2000人,上市公司,浦东新区,高级Java开发工程师,3-5年,本科,20k-35k,五险一金，技术大牛多，福利好,"移动互联网,电商",开发|测试|运维类,"绩效奖金,股票期权,年底双薪,五险一金",后端开发,上海
